n,title,application_url,source_url,organization,country,source_name,application_status,record_type
105,Commonwealth PhD Scholarship — Tanzania (via national nominator),https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-tanzania,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-tanzania,"Ministry of Education, Science and Technology — Tanzania",Tanzania,CURATED_LEAF,open,scholarship
106,Commonwealth PhD Scholarship — Uganda (via national nominator),https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-uganda,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-uganda,Ministry of Education and Sports — Uganda,Uganda,CURATED_LEAF,open,scholarship
107,Commonwealth PhD Scholarship — Zambia (via national nominator),https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-zambia,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-phd-scholarships-for-least-developed-countries-and-vulnerable-states#nominator-zambia,Ministry of Education — Zambia,Zambia,CURATED_LEAF,open,scholarship
108,Commonwealth Professional Fellowships,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships,Commonwealth Scholarship Commission,United Kingdom,CURATED_LEAF,open,scholarship
109,Commonwealth Shared Scholarship — Aberystwyth University (2 awards),https://www.aber.ac.uk/en/postgrad,https://www.aber.ac.uk/en/postgrad,Aberystwyth University,United Kingdom,CURATED_LEAF,open,scholarship
110,Commonwealth Shared Scholarship — Bangor University (8 awards),https://www.bangor.ac.uk/international/future/commonwealth,https://www.bangor.ac.uk/international/future/commonwealth,Bangor University,United Kingdom,CURATED_LEAF,open,scholarship
111,Commonwealth Shared Scholarship — Bournemouth University (2 awards),https://www.bournemouth.ac.uk/study/fees-funding/scholarships,https://www.bournemouth.ac.uk/study/fees-funding/scholarships,Bournemouth University,United Kingdom,CURATED_LEAF,open,scholarship
112,Commonwealth Shared Scholarship — Brunel University London (2 awards),https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships,https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships,Brunel University London,United Kingdom,CURATED_LEAF,open,scholarship
113,Commonwealth Shared Scholarship — Cranfield University (6 awards),https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme,https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme,Cranfield University,United Kingdom,CURATED_LEAF,open,scholarship
114,Commonwealth Shared Scholarship — Durham University (2 awards),https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships,https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships,Durham University,United Kingdom,CURATED_LEAF,open,scholarship
115,Commonwealth Shared Scholarship — Harper Adams University (2 awards),https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships,https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships,Harper Adams University,United Kingdom,CURATED_LEAF,open,scholarship
116,Commonwealth Shared Scholarship — Imperial College London (2 awards),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search,Imperial College London,United Kingdom,CURATED_LEAF,open,scholarship
117,Commonwealth Shared Scholarship — King's College London (2 awards),https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships,https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships,King's College London,United Kingdom,CURATED_LEAF,open,scholarship
118,Commonwealth Shared Scholarship — Lancaster University (2 awards),https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding,https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding,Lancaster University,United Kingdom,CURATED_LEAF,open,scholarship
119,Commonwealth Shared Scholarship — Liverpool Hope University (2 awards),https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships,https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships,Liverpool Hope University,United Kingdom,CURATED_LEAF,open,scholarship
120,Commonwealth Shared Scholarship — Liverpool School of Tropical Medicine (2 awards),https://www.lstmed.ac.uk/study/fees-funding/scholarships,https://www.lstmed.ac.uk/study/fees-funding/scholarships,Liverpool School of Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
121,Commonwealth Shared Scholarship — LLM International Development Law and Human Rights (Warwick),https://warwick.ac.uk/study/postgraduate/courses/international-development-law-human-rights,https://warwick.ac.uk/study/postgraduate/courses/international-development-law-human-rights,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
122,Commonwealth Shared Scholarship — London School of Economics and Political Science (4 awards),https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss,London School of Economics and Political Science,United Kingdom,CURATED_LEAF,open,scholarship
123,Commonwealth Shared Scholarship — London School of Hygiene and Tropical Medicine (6 awards),https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding,https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding,London School of Hygiene and Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
124,"Commonwealth Shared Scholarship — MA Arts, Enterprise and Development (Warwick)",https://warwick.ac.uk/study/postgraduate/courses/arts-enterprise-development,https://warwick.ac.uk/study/postgraduate/courses/arts-enterprise-development,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
125,Commonwealth Shared Scholarship — MA International Development (Aberystwyth University),https://www.aber.ac.uk/en/postgrad#course-international-development,https://www.aber.ac.uk/en/postgrad#course-international-development,Aberystwyth University,United Kingdom,CURATED_LEAF,open,scholarship
126,Commonwealth Shared Scholarship — MA International Development (Bangor University),https://www.bangor.ac.uk/international/future/commonwealth#course-international-development,https://www.bangor.ac.uk/international/future/commonwealth#course-international-development,Bangor University,United Kingdom,CURATED_LEAF,open,scholarship
127,Commonwealth Shared Scholarship — MA International Development (Bournemouth University),https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-international-development,https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-international-development,Bournemouth University,United Kingdom,CURATED_LEAF,open,scholarship
128,Commonwealth Shared Scholarship — MA International Development (Brunel University London),https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-international-development,https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-international-development,Brunel University London,United Kingdom,CURATED_LEAF,open,scholarship
129,Commonwealth Shared Scholarship — MA International Development (Cranfield University),https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-international-development,https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-international-development,Cranfield University,United Kingdom,CURATED_LEAF,open,scholarship
130,Commonwealth Shared Scholarship — MA International Development (Durham University),https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-international-development,https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-international-development,Durham University,United Kingdom,CURATED_LEAF,open,scholarship
131,Commonwealth Shared Scholarship — MA International Development (Harper Adams University),https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-international-development,https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-international-development,Harper Adams University,United Kingdom,CURATED_LEAF,open,scholarship
132,Commonwealth Shared Scholarship — MA International Development (Imperial College London),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-international-development,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-international-development,Imperial College London,United Kingdom,CURATED_LEAF,open,scholarship
133,Commonwealth Shared Scholarship — MA International Development (King's College London),https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-international-development,https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-international-development,King's College London,United Kingdom,CURATED_LEAF,open,scholarship
134,Commonwealth Shared Scholarship — MA International Development (Lancaster University),https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-international-development,https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-international-development,Lancaster University,United Kingdom,CURATED_LEAF,open,scholarship
135,Commonwealth Shared Scholarship — MA International Development (Liverpool Hope University),https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-international-development,https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-international-development,Liverpool Hope University,United Kingdom,CURATED_LEAF,open,scholarship
136,Commonwealth Shared Scholarship — MA International Development (Liverpool School of Tropical Medicine),https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-international-development,https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-international-development,Liverpool School of Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
137,Commonwealth Shared Scholarship — MA International Development (London School of Economics and Political Science),https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-international-development,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-international-development,London School of Economics and Political Science,United Kingdom,CURATED_LEAF,open,scholarship
138,Commonwealth Shared Scholarship — MA International Development (London School of Hygiene and Tropical Medicine),https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-international-development,https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-international-development,London School of Hygiene and Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
139,Commonwealth Shared Scholarship — MA International Development (Newcastle University),https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-international-development,https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-international-development,Newcastle University,United Kingdom,CURATED_LEAF,open,scholarship
140,Commonwealth Shared Scholarship — MA International Development (Queen's University Belfast),https://www.qub.ac.uk/Study/funding-scholarships#course-international-development,https://www.qub.ac.uk/Study/funding-scholarships#course-international-development,Queen's University Belfast,United Kingdom,CURATED_LEAF,open,scholarship
141,Commonwealth Shared Scholarship — MA International Development (Robert Gordon University),https://www.rgu.ac.uk/study/funding#course-international-development,https://www.rgu.ac.uk/study/funding#course-international-development,Robert Gordon University,United Kingdom,CURATED_LEAF,open,scholarship
142,Commonwealth Shared Scholarship — MA International Development (Royal Agricultural University),https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-international-development,https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-international-development,Royal Agricultural University,United Kingdom,CURATED_LEAF,open,scholarship
143,Commonwealth Shared Scholarship — MA International Development (Royal Veterinary College),https://www.rvc.ac.uk/study/postgraduate#course-international-development,https://www.rvc.ac.uk/study/postgraduate#course-international-development,Royal Veterinary College,United Kingdom,CURATED_LEAF,open,scholarship
144,Commonwealth Shared Scholarship — MA International Development (Sheffield Hallam University),https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-international-development,https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-international-development,Sheffield Hallam University,United Kingdom,CURATED_LEAF,open,scholarship
145,"Commonwealth Shared Scholarship — MA International Development (SOAS, University of London)",https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-international-development,https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-international-development,"SOAS, University of London",United Kingdom,CURATED_LEAF,open,scholarship
146,Commonwealth Shared Scholarship — MA International Development (University College London),https://www.ucl.ac.uk/scholarships#course-international-development,https://www.ucl.ac.uk/scholarships#course-international-development,University College London,United Kingdom,CURATED_LEAF,open,scholarship
147,Commonwealth Shared Scholarship — MA International Development (University of Aberdeen),https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-international-development,https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-international-development,University of Aberdeen,United Kingdom,CURATED_LEAF,open,scholarship
148,Commonwealth Shared Scholarship — MA International Development (University of Bath),https://www.bath.ac.uk/topics/scholarships#course-international-development,https://www.bath.ac.uk/topics/scholarships#course-international-development,University of Bath,United Kingdom,CURATED_LEAF,open,scholarship
149,Commonwealth Shared Scholarship — MA International Development (University of Birmingham),https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-international-development,https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-international-development,University of Birmingham,United Kingdom,CURATED_LEAF,open,scholarship
150,Commonwealth Shared Scholarship — MA International Development (University of Bristol),https://www.bristol.ac.uk/study/finance/scholarships#course-international-development,https://www.bristol.ac.uk/study/finance/scholarships#course-international-development,University of Bristol,United Kingdom,CURATED_LEAF,open,scholarship
151,Commonwealth Shared Scholarship — MA International Development (University of Cambridge),https://www.cambridgetrust.org/scholarships#course-international-development,https://www.cambridgetrust.org/scholarships#course-international-development,University of Cambridge,United Kingdom,CURATED_LEAF,open,scholarship
152,Commonwealth Shared Scholarship — MA International Development (University of Chester),https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-international-development,https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-international-development,University of Chester,United Kingdom,CURATED_LEAF,open,scholarship
153,Commonwealth Shared Scholarship — MA International Development (University of East Anglia),https://www.uea.ac.uk/study/postgraduate#course-international-development,https://www.uea.ac.uk/study/postgraduate#course-international-development,University of East Anglia,United Kingdom,CURATED_LEAF,open,scholarship
154,Commonwealth Shared Scholarship — MA International Development (University of Edinburgh),https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-international-development,https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-international-development,University of Edinburgh,United Kingdom,CURATED_LEAF,open,scholarship
155,Commonwealth Shared Scholarship — MA International Development (University of Exeter),https://www.exeter.ac.uk/study/fees/scholarships#course-international-development,https://www.exeter.ac.uk/study/fees/scholarships#course-international-development,University of Exeter,United Kingdom,CURATED_LEAF,open,scholarship
156,Commonwealth Shared Scholarship — MA International Development (University of Glasgow),https://www.gla.ac.uk/scholarships#course-international-development,https://www.gla.ac.uk/scholarships#course-international-development,University of Glasgow,United Kingdom,CURATED_LEAF,open,scholarship
157,Commonwealth Shared Scholarship — MA International Development (University of Leeds),https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-international-development,https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-international-development,University of Leeds,United Kingdom,CURATED_LEAF,open,scholarship
158,Commonwealth Shared Scholarship — MA International Development (University of Liverpool),https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-international-development,https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-international-development,University of Liverpool,United Kingdom,CURATED_LEAF,open,scholarship
159,Commonwealth Shared Scholarship — MA International Development (University of Nottingham),https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-international-development,https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-international-development,University of Nottingham,United Kingdom,CURATED_LEAF,open,scholarship
160,Commonwealth Shared Scholarship — MA International Development (University of Oxford),https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-international-development,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-international-development,University of Oxford,United Kingdom,CURATED_LEAF,open,scholarship
161,Commonwealth Shared Scholarship — MA International Development (University of Reading),https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-international-development,https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-international-development,University of Reading,United Kingdom,CURATED_LEAF,open,scholarship
162,Commonwealth Shared Scholarship — MA International Development (University of Southampton),https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-international-development,https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-international-development,University of Southampton,United Kingdom,CURATED_LEAF,open,scholarship
163,Commonwealth Shared Scholarship — MA International Development (University of St Andrews),https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-international-development,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-international-development,University of St Andrews,United Kingdom,CURATED_LEAF,open,scholarship
164,Commonwealth Shared Scholarship — MA International Development (University of Stirling),https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-international-development,https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-international-development,University of Stirling,United Kingdom,CURATED_LEAF,open,scholarship
165,Commonwealth Shared Scholarship — MA International Development (University of Strathclyde),https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-international-development,https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-international-development,University of Strathclyde,United Kingdom,CURATED_LEAF,open,scholarship
166,Commonwealth Shared Scholarship — MA International Development (University of Surrey),https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-international-development,https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-international-development,University of Surrey,United Kingdom,CURATED_LEAF,open,scholarship
167,Commonwealth Shared Scholarship — MA International Development (University of Sussex),https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-international-development,https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-international-development,University of Sussex,United Kingdom,CURATED_LEAF,open,scholarship
168,Commonwealth Shared Scholarship — MA International Development (Warwick),https://warwick.ac.uk/study/postgraduate/courses/international-development,https://warwick.ac.uk/study/postgraduate/courses/international-development,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
169,Commonwealth Shared Scholarship — MASc Global Sustainable Development (Warwick),https://warwick.ac.uk/study/postgraduate/courses/global-sustainable-development,https://warwick.ac.uk/study/postgraduate/courses/global-sustainable-development,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
170,Commonwealth Shared Scholarship — MPH Public Health (Aberystwyth University),https://www.aber.ac.uk/en/postgrad#course-public-health,https://www.aber.ac.uk/en/postgrad#course-public-health,Aberystwyth University,United Kingdom,CURATED_LEAF,open,scholarship
171,Commonwealth Shared Scholarship — MPH Public Health (Bangor University),https://www.bangor.ac.uk/international/future/commonwealth#course-public-health,https://www.bangor.ac.uk/international/future/commonwealth#course-public-health,Bangor University,United Kingdom,CURATED_LEAF,open,scholarship
172,Commonwealth Shared Scholarship — MPH Public Health (Bournemouth University),https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-public-health,https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-public-health,Bournemouth University,United Kingdom,CURATED_LEAF,open,scholarship
173,Commonwealth Shared Scholarship — MPH Public Health (Brunel University London),https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-public-health,https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-public-health,Brunel University London,United Kingdom,CURATED_LEAF,open,scholarship
174,Commonwealth Shared Scholarship — MPH Public Health (Cranfield University),https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-public-health,https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-public-health,Cranfield University,United Kingdom,CURATED_LEAF,open,scholarship
175,Commonwealth Shared Scholarship — MPH Public Health (Durham University),https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-public-health,https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-public-health,Durham University,United Kingdom,CURATED_LEAF,open,scholarship
176,Commonwealth Shared Scholarship — MPH Public Health (Harper Adams University),https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-public-health,https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-public-health,Harper Adams University,United Kingdom,CURATED_LEAF,open,scholarship
177,Commonwealth Shared Scholarship — MPH Public Health (Imperial College London),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-public-health,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-public-health,Imperial College London,United Kingdom,CURATED_LEAF,open,scholarship
178,Commonwealth Shared Scholarship — MPH Public Health (King's College London),https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-public-health,https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-public-health,King's College London,United Kingdom,CURATED_LEAF,open,scholarship
179,Commonwealth Shared Scholarship — MPH Public Health (Lancaster University),https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-public-health,https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-public-health,Lancaster University,United Kingdom,CURATED_LEAF,open,scholarship
180,Commonwealth Shared Scholarship — MPH Public Health (Liverpool Hope University),https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-public-health,https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-public-health,Liverpool Hope University,United Kingdom,CURATED_LEAF,open,scholarship
181,Commonwealth Shared Scholarship — MPH Public Health (Liverpool School of Tropical Medicine),https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-public-health,https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-public-health,Liverpool School of Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
182,Commonwealth Shared Scholarship — MPH Public Health (London School of Economics and Political Science),https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-public-health,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-public-health,London School of Economics and Political Science,United Kingdom,CURATED_LEAF,open,scholarship
183,Commonwealth Shared Scholarship — MPH Public Health (London School of Hygiene and Tropical Medicine),https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-public-health,https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-public-health,London School of Hygiene and Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
184,Commonwealth Shared Scholarship — MPH Public Health (Newcastle University),https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-public-health,https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-public-health,Newcastle University,United Kingdom,CURATED_LEAF,open,scholarship
185,Commonwealth Shared Scholarship — MPH Public Health (Queen's University Belfast),https://www.qub.ac.uk/Study/funding-scholarships#course-public-health,https://www.qub.ac.uk/Study/funding-scholarships#course-public-health,Queen's University Belfast,United Kingdom,CURATED_LEAF,open,scholarship
186,Commonwealth Shared Scholarship — MPH Public Health (Robert Gordon University),https://www.rgu.ac.uk/study/funding#course-public-health,https://www.rgu.ac.uk/study/funding#course-public-health,Robert Gordon University,United Kingdom,CURATED_LEAF,open,scholarship
187,Commonwealth Shared Scholarship — MPH Public Health (Royal Agricultural University),https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-public-health,https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-public-health,Royal Agricultural University,United Kingdom,CURATED_LEAF,open,scholarship
188,Commonwealth Shared Scholarship — MPH Public Health (Royal Veterinary College),https://www.rvc.ac.uk/study/postgraduate#course-public-health,https://www.rvc.ac.uk/study/postgraduate#course-public-health,Royal Veterinary College,United Kingdom,CURATED_LEAF,open,scholarship
189,Commonwealth Shared Scholarship — MPH Public Health (Sheffield Hallam University),https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-public-health,https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-public-health,Sheffield Hallam University,United Kingdom,CURATED_LEAF,open,scholarship
190,"Commonwealth Shared Scholarship — MPH Public Health (SOAS, University of London)",https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-public-health,https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-public-health,"SOAS, University of London",United Kingdom,CURATED_LEAF,open,scholarship
191,Commonwealth Shared Scholarship — MPH Public Health (University College London),https://www.ucl.ac.uk/scholarships#course-public-health,https://www.ucl.ac.uk/scholarships#course-public-health,University College London,United Kingdom,CURATED_LEAF,open,scholarship
192,Commonwealth Shared Scholarship — MPH Public Health (University of Aberdeen),https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-public-health,https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-public-health,University of Aberdeen,United Kingdom,CURATED_LEAF,open,scholarship
193,Commonwealth Shared Scholarship — MPH Public Health (University of Bath),https://www.bath.ac.uk/topics/scholarships#course-public-health,https://www.bath.ac.uk/topics/scholarships#course-public-health,University of Bath,United Kingdom,CURATED_LEAF,open,scholarship
194,Commonwealth Shared Scholarship — MPH Public Health (University of Birmingham),https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-public-health,https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-public-health,University of Birmingham,United Kingdom,CURATED_LEAF,open,scholarship
195,Commonwealth Shared Scholarship — MPH Public Health (University of Bristol),https://www.bristol.ac.uk/study/finance/scholarships#course-public-health,https://www.bristol.ac.uk/study/finance/scholarships#course-public-health,University of Bristol,United Kingdom,CURATED_LEAF,open,scholarship
196,Commonwealth Shared Scholarship — MPH Public Health (University of Cambridge),https://www.cambridgetrust.org/scholarships#course-public-health,https://www.cambridgetrust.org/scholarships#course-public-health,University of Cambridge,United Kingdom,CURATED_LEAF,open,scholarship
197,Commonwealth Shared Scholarship — MPH Public Health (University of Chester),https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-public-health,https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-public-health,University of Chester,United Kingdom,CURATED_LEAF,open,scholarship
198,Commonwealth Shared Scholarship — MPH Public Health (University of East Anglia),https://www.uea.ac.uk/study/postgraduate#course-public-health,https://www.uea.ac.uk/study/postgraduate#course-public-health,University of East Anglia,United Kingdom,CURATED_LEAF,open,scholarship
199,Commonwealth Shared Scholarship — MPH Public Health (University of Edinburgh),https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-public-health,https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-public-health,University of Edinburgh,United Kingdom,CURATED_LEAF,open,scholarship
200,Commonwealth Shared Scholarship — MPH Public Health (University of Exeter),https://www.exeter.ac.uk/study/fees/scholarships#course-public-health,https://www.exeter.ac.uk/study/fees/scholarships#course-public-health,University of Exeter,United Kingdom,CURATED_LEAF,open,scholarship
201,Commonwealth Shared Scholarship — MPH Public Health (University of Glasgow),https://www.gla.ac.uk/scholarships#course-public-health,https://www.gla.ac.uk/scholarships#course-public-health,University of Glasgow,United Kingdom,CURATED_LEAF,open,scholarship
202,Commonwealth Shared Scholarship — MPH Public Health (University of Leeds),https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-public-health,https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-public-health,University of Leeds,United Kingdom,CURATED_LEAF,open,scholarship
